query,ground_truth_answer,traditional_faithfulness,traditional_answer_relevancy,traditional_context_recall,traditional_context_precision,traditional_entity_recall,modified_faithfulness,modified_answer_relevancy,modified_context_recall,modified_context_precision,modified_entity_recall
"Other than the reasons for the under representation of African Americans, what else is still up for debate?",possible remedies,0.585203886,1.000000119,0,0,0,0.532372475,0.623386681,0,0,0
To which university does Richard H. Sander belong?,UCLA,0.562425375,0.845145881,1,0.125,1,0.562425375,0.845145881,1,0.125,1
In which publication did Sander publish an article questioning racial preferences in law schools?,Stanford Law Review,0.498617411,0.384847343,0,0,0,0.581629455,0.933399796,0,0,0
What did Sander's study show in terms of black law students rankings?,half of all black law students rank near the bottom of their class after the first year of law school,0.560645342,0.552685738,0,0,0,0.560711741,0.555139363,0,0,0
How much does the article estimate the black lawyer population would potentially grow if affirmative action was ended?,eight percent,0.696040154,0.921221495,0,0,1,0.724675298,0.639892578,0,0,1
Which legislative work prohibited the use of racial preferences for admissions in the state of California?,Proposition 209,0.725049734,0.856090188,1,0.066666667,1,0.721626043,0.846167326,1,0.066666667,1
What area of study did professor Mark Long have a degree in?,economics,0.429168463,0.818812728,0,0,0,0.428278148,0.820730209,0,0,0
In which year did Long publish his study?,2007,0.167768031,0.120231122,0,0,0,0.361119151,0.815292478,0,0,0
How were rebounds of minority enrollment explained in Long's report?,increasing minority enrollment in high schools,0.720165193,0.762684941,0,0,0,0.692177415,0.721115112,0,0,0
Who would supposedly be the beneficiaries of a class-based style affirmative action?,white students,0.750254035,0.766974211,0,0,0,0.523119986,0.357030064,0,0,0
What percentage of the black population thought affirmative action should be abolished?,14,0.106812827,0.332376003,0,0,1,0.185623318,0.332376003,0,0,0
With which organization did Li file a civil rights complaint?,Office for Civil Rights,0.697728217,0.778924346,1,0.076923077,0,0.697728217,0.778924346,1,0.076923077,0
Which university was Li alleging racial discrimination against?,Princeton University,0.458135605,0.446532965,1,0.083333333,1,0.458135605,0.446532965,1,0.083333333,1
Who was the Dean of Admissions at Princeton University at the time of the complaint?,Janet Rapelye,0.199273139,0.111852311,0,0,1,0.655806184,0.794891536,0,0,1
What did Princeton claim the real reasons for the rejection of Li's application was?,many others had far better qualifications,0.702150822,0.691580296,1,0.181818182,0,0.839242458,0.851590514,1,0.4,0
"Even though Li did not get accepted, what was done instead of a straight rejection?",placement on the waitlist,0.176566422,0.11248026,1,0.090909091,0,0.495215833,0.7839818,1,0.090909091,0
Which University had a lawsuit filed against it?,University of Texas,0.347174883,0.320158392,0,0,0,0.43250975,0.517778993,0,0,0
What did the plaintiffs claim the university had for an admissions policy?,race-conscious policy,0.716989756,0.698384225,0,0,0,0.664300799,0.803999782,0,0,0
What did the admissions policy of the University of Texas supposedly violate?,their civil and constitutional rights,0.660598695,0.833299577,1,0.066666667,0,0.77673018,0.823715329,1,0.166666667,0
"Who concluded that the University maintained a ""holistic"" approach to affirmative action?",US Court of Appeals for the Fifth Circuit,0.729920149,0.658600688,0,0,0,0.712419033,0.642046809,0,0,0
When will the Supreme Court likely hear the case for the second time?,Jun-16,0.518793344,0.916227818,1,0.095238095,1,0.238433093,0.903058171,0,0,0
On which date were lawsuits filed against Harvard and Chapel Hill?,"November 17, 2014",0.616262257,0.9264189,1,0.058823529,1,0.57573998,0.903669357,1,0.111111111,0
Who filed the lawsuits against the Universities?,Students for Fair Admissions,0.774625063,0.720511198,0,0,0,0.51558733,0.377796531,0,0,0
"Other than Asian students, who else was allegedly being discriminated against?",white,0.100650206,0.218265116,1,0.166666667,0,0.771134019,0.7669698,1,0.166666667,0
What is the Students for Fair Admissions an offshoot of?,Project on Fair Representation,0.599083245,0.845293462,0,0,0,0.594014525,0.842300534,0,0,0
What are the Universities waiting for before proceeding with the lawsuit?,until the U.S. Supreme Court provides clarification of relevant law,0.687859058,0.707975507,0,0,1,0.692224264,0.710545957,0,0,1
How many Asian organizations were involved in filing the federal complaints?,more than 60,0.432953626,0.567966342,1,0.052631579,1,0.250843316,0.098043755,1,0.076923077,1
Who did the organizations file the complaints with?,Education and Justice Departments,0.462519497,0.720671177,0,0,1,0.70154047,0.696656227,0,0,0
Who was the target of the filing?,Harvard University,0.614055634,0.597992063,0,0,0,0.583804488,0.614962816,0,0,0
What grade average do some students have that are being rejected?,top-one-percent grade point averages,0.069699869,0.13661921,0,0,1,0.069699869,0.13661921,0,0,1
Why was the lawsuit eventually dismissed?,the Students for Fair Admissions lawsuit makes similar allegations,0.507601678,0.853056133,0,0,0,0.797767699,0.740842104,0,0,0
What type of carrier is the largest?,fleet carrier,0.729475856,0.75969255,0,0,0,0.797818482,0.866102099,0,0,0
What capability does a fleet carrier offer?,offensive,0.71194011,0.757939994,0,0,0,0.827578068,0.826937437,0,0,0
What purpose were excort carriers developed for?,to provide defense for convoys of ships,0.726330996,0.5151124,0,0,0,0.768376887,0.488978893,0,0,0
What were most escort carriers built from?,mercantile hulls,0.742264867,0.807922721,0,0,0,0.724662662,0.828435302,0,0,0
What are the soviet aircraft carriers used by Russia actually called?,heavy aviation cruisers,0.702475905,0.856467068,1,0.090909091,0,0.697850406,0.402822316,0,0,0
What type of aircraft carrier was the USS Bogue?,Escort,0.678719997,0.905153632,0,0,1,0.687130809,0.85957849,0,0,1
What type of aircraft was the USS Independence?,light,0.644901752,0.748848081,0,0,0,0.744848013,0.796147227,0,0,0
What advantage did light carriers have over escort carriers?,speed,0.842563093,0.793398261,0,0,0,0.764246285,0.832223892,0,0,0
What was the expected serice life of the UK 1942 Design Light Fleet Carrier?,3 years,0.021462852,0.24864921,1,0.105263158,0,0.228412226,0.24864921,1,0.333333333,0
Who did the UK 1941 Design Light Fleet Carriers serve during the war?,Royal Navy,0.67212373,0.606204271,0.5,0.0625,0,0.710292816,0.94945842,0.5,0.166666667,0
When did Russia's United Shipbuilding Corporation expect to begin design work for a new carrier?,2016,0.700249672,0.822211981,1,0.08,1,0.29786858,0.126468122,0.5,0.166666667,1
What year was the goal for Russia's new carrier to achieve initial operational capability?,2023,0.207366645,0.129244491,1,0.047619048,1,0.500129282,0.126864314,0,0,1
What was Izvestiya?,Russian newspaper,0.561850429,0.44262141,1,0.032258065,1,0.578890264,0.590596676,1,0.032258065,1
Where was the Northern Fleets nuclear-powered aircraft carrier supposed to be stationed?,Murmansk,0.603191018,0.840858698,0,0,0,0.631860971,0.867214561,0,0,0
Where was the Pacific Fleets nuclear-powered aircraft carrier supposed to be stationed?,Vladivostok,0.635063171,0.929119945,0,0,0,0.635063171,0.929119945,0,0,0
"What are typically regarded as ""runways at sea""?",aircraft carriers,0.500774264,0.307820648,0,0,0,0.880742788,0.436039984,0,0,0
What design feature do aircraft carriers feature to aid in launching and recovering aircraft?,flat-top flight deck,0.67698878,0.659986258,0,0,0,0.728944302,0.702976108,0,0,0
Where are the most notable differences between a carrier and a land runway found?,The flight deck,0.708277762,0.795697451,0,0,0,0.876736641,0.795697451,0,0,0
What is a primary reason that ships have shorter runways than land runways have?,a full-length runway would be costly to construct and maintain,0.666921496,0.915573418,0,0,0,0.717072964,0.892010212,0,0,0
What do aircraft need to do when using shorter runway lengths?,accelerate more quickly to gain lift,0.453472733,0.628748417,0,0,0,0.559447289,0.670006752,0,0,0
When did conventional carriers start recovering aircraft at an angle to port of the axial line of the ship?,early 1950s,0.267067283,0.243930101,0,0,0,0.79749465,0.788957596,0,0,0
What risk is avoided by aircraft by using an angled deck?,hitting aircraft parked forward,0.7028355,0.862074852,0,0,0,0.703209102,0.873283148,0,0,0
"How many ""waist"" catapults can be installed with an angled deck?",one or two,0.035948217,0.207924351,0,0,1,0.090039089,0.035787065,0,0,1
How man bow cats can be installed with an angled deck?,two,0.006156255,0.101110727,0,0,1,-0.00364937,0.078159422,0,0,1
What aircraft design feature improves launch and recovery cycle flexibilty?,An angled deck,0.607076645,0.753261745,0,0,0,0.735412955,0.675710201,0,0,0
Where are ski-jump ramps located on aircraft carriers?,the forward end of the flight deck,0.688127279,0.902706563,0,0,0,0.688127279,0.902706563,0,0,0
What did ski-jump ramps allow STOVL aircraft to do that they couldn't do with a flat deck??,take off at far higher weights,0.791922331,0.868060291,0,0,0,0.791922331,0.868060291,0,0,0
Who originally developed the ski-jump ramp?,the Royal Navy,0.745258152,0.809347272,0,0,0,0.745258152,0.809347272,0,0,0
What does a ski-jump ramp convert in order to be successful?,some of the forward rolling movement of the aircraft into vertical velocity,0.618040502,0.830699682,0,0,0,0.797666669,0.832909465,0,0,0
What does the ski-jump ramp prevent a fully loaded and fueled aircraft from doing?,either stalling out or crashing directly into the sea,0.737805128,0.859169006,0,0,0,0.818345547,0.874876797,0,0,0
What type of flight decks are aircraft carriers equipped with?,full-length,0.718977809,0.820738494,0,0,0,0.686922073,0.622783303,0,0,0
What purpose do aircraft carriers serve for aircraft?,"carrying, arming, deploying, and recovering",0.709333897,0.703954637,0,0,0,0.678996384,0.713785291,0,0,0
"Typically, what is the capital ship of any fleet?",An aircraft carrier,0.740868509,0.810403705,0,0,0,0.727379203,0.827843964,0,0,0
What do aircraft carriers allow naval forces to accomplish?,project air power worldwide without depending on local bases,0.658881485,0.680705249,0,0,0,0.654226959,0.695159554,0,0,0
What have the old converted cruiser aircraft carriers evolved into?,nuclear-powered warships,0.742056131,0.800067782,0,0,0,0.826926112,0.874264002,0,0,0
In what year was the advent of heavier-than-air fixed-wing aircraft?,1903,0.23670274,0.276010931,0,0,1,0.403831124,0.276010931,0,0,1
In what year was the first experimental take-off of an airplane?,1910,0.213160068,0.204500094,0.5,0.05,1,0.227749571,0.345873654,0.5,0.142857143,0
In what year were the first experimental landings of an airplane?,1911,0.211081117,0.167587712,0.5,0.037037037,1,0.438237071,0.167587712,0,0,1
What did the Imperial Japanese Navy Wakamiya conduct in September 1914?,the world's first successful ship-launched air raid,0.647402585,0.65547049,0,0,1,0.671359897,0.604848325,0,0,1
What was the first carrier-launched airstrike?,the Tondern Raid in July 1918,0.738831937,0.773939252,1,0.034482759,1,0.711227655,0.723265946,1,0.142857143,0.5
Which ship was originally known as being the capital ship of the fleet?,the battleship,0.603963733,0.756098509,0,0,0,0.603963733,0.756098509,0,0,0
When did aircraft carriers begin being know as the capital ship of the fleet?,World War II,0.601663113,0.593203127,0,0,0,0.700747609,0.831768036,0,0,0
"What type of carrier is capable of displacing 75,000 tonnes or greater?",Supercarriers,0.668118477,0.834608793,1,0.066666667,0,0.672611952,0.857203662,1,0.066666667,0
Which ships are used for carrying and landing Marines?,Amphibious assault ships,0.722067356,0.819438696,1,0.125,0,0.722067356,0.819438696,1,0.125,0
What do Amphibious assalut ships need a large contingent of for carrying Marines?,helicopters,0.642971754,0.737889767,1,0.0625,0,0.657028735,0.772955179,1,0.066666667,0
Who is in the process of procuring two Canbera-class LHD's?,The Royal Australian Navy,0.545861959,0.141076952,1,0.133333333,1,0.787830472,0.511833489,1,0.133333333,1
How large will the two Canbera-class LDH's be?,the largest in Australian naval history,0.754953146,0.363026321,0.5,0.055555556,1,0.716462851,0.382190883,0.5,0.058823529,1
What is one primary role of the Canbera-class LDH?,"to embark, transport and deploy an embarked force",0.382130742,0.261102796,0,0,0,0.511429191,0.549655437,0,0,0
How many troops can be maintained on a Canbera-class LHD?,"1,000 troops and their supporting vehicles",0.662112296,0.787294686,1,0.066666667,1,0.629248381,0.795179725,1,0.071428571,1
How many helicopters is the LHD capable of launching?,multiple helicopters at one time,0.754844189,0.797869086,1,0.083333333,1,0.094211482,0.186660752,1,0.166666667,1
What is the British Navy constructing to replace their three Invincible-class carriers?,"two new larger STOVL aircraft carriers, the Queen Elizabeth class",0.84167254,0.760248184,0.5,0.066666667,1,0.489600748,0.922930419,0,0,1
What will the 2 Queen Elizabeth class ships be named?,HMS Queen Elizabeth and HMS Prince of Wales,0.703943193,0.828739285,0.5,0.055555556,1,0.647500694,0.838150382,0.5,0.166666667,1
When are the 2 Queen Elizabeth class ships due to become operational?,2020,0.636719942,0.862914503,0.5,0.055555556,1,0.626970887,0.861058712,0.5,0.055555556,1
How many tonnes can the Queen Elizabeth class ships displace?,"(70, 600)",0.592232227,0.881444693,1,0.055555556,0,0.592232227,0.881444693,1,0.055555556,0
How large will the two Queen Elizabeth ships be?,the largest warships ever built for the Royal Navy,0.757598996,0.733264446,1,0.111111111,1,0.098023325,0.150990516,0.5,0.142857143,1
Why do the constraints of constructing a flight deck affect the role of a carrier?,"they influence the weight, type, and configuration of the aircraft that may be launched",0.765714049,0.862976432,0,0,0,0.872323573,0.897085488,0,0,0
What are assisted launch mechanisms primarily used for?,heavy aircraft,0.654795527,0.796597779,0,0,0,0.698223591,0.731743217,0,0,0
What does CATOBAR allow for?,deployment of heavy jets with full loadouts,0.722938061,0.6575495,1,0.071428571,0,0.709721863,0.64648807,1,0.071428571,0
Why is STOVL used by other navies?,it is cheaper to operate,0.708756149,0.849949777,0,0,0,0.754211545,0.92173028,0,0,0
Why do almost all carriers using conventional aircraft have arrested-recovery systems?,conventional aircraft cannot decelerate on their own,0.649905086,0.790614963,0,0,0,0.583663344,0.648444414,0,0,0
What is the purpose of an arrested-recovery system?,to recover their aircraft,0.740623355,0.84772414,0,0,0,0.832129002,0.841710448,0,0,0
What do aircraft do when landing in order to stop on a short distance?,extend a tailhook that catches on arrestor wires stretched across the deck,0.547141194,0.439770162,0,0,0,0.563865662,0.436927259,0,0,0
What does a landing area angles off access allow an aircraft to do if if misses the arresting wires?,bolt,0.621247947,0.81482631,0,0,0,0.697377205,0.850854695,0,0,0
"What can a ""bolt"" prevent an aircraft from doing?",crashing into aircraft on the forward deck,0.555983126,0.832690358,0,0,0,0.584775507,0.810392857,0,0,0
What are 3 key personnel involved in the flight deck?,"the shooters, the handler, and the air boss",0.481955826,0.433985114,0,0,0,0.390145451,0.308217227,0,0,0
What are shooters responsible for?,launching aircraft,0.463606358,0.725760877,0,0,0,0.463606358,0.725760877,0,0,0
What is the handler responsible for?,the movement of aircraft before launching and after recovery,0.61987865,0.681581736,0,0,0,0.639413774,0.676138222,0,0,0
Where does the captain of the ship spend most of his time?,on the Navigation Bridge,0.549734235,0.721255302,0,0,1,0.844786167,0.502658546,0,0,1
Who is the Flag Bridge area of the ship designated for?,the embarked admiral and his staff,0.642738938,0.79351747,1,0.111111111,0,0.861632705,0.79351747,1,0.25,0
What is the disadvantage of the ski-jump?,"the penalty it exacts on aircraft size, payload, and fuel load",0.841995478,0.789610982,0,0,0,0.861599922,0.809569597,0,0,0
What cannot launch using a ski-jump due to their high loaded weight?,heavily laden aircraft,0.331653059,0.286321938,0,0,0,0.838278711,0.767377496,0,0,0
What do heavily laden aircraft sometimes require the assistance from?,a catapult or JATO rocket,0.49676314,0.655376613,0,0,0,-0.003619472,0.085471988,0,0,0
Why is a ski-jump not included on mixed flight deck operations where helicopters are present?,would eliminate one or more helicopter landing areas,0.570887923,0.917996168,0,0,0,0.57514441,0.929685712,0,0,0
How is the Russian SU-33 able to launch from the carrier Admiral Kuznetsov?,with a minimal armament and fuel load,0.595795095,0.817986608,1,0.153846154,0,0.593821645,0.884065926,1,0.153846154,0
Why did China purchase the STOBAR carrier Liaoning in 1998?,on the pretext of use as a floating casino,0.663628876,0.81999743,1,0.210526316,0,0.57346189,0.81989342,1,0.210526316,0
What is Liaoning classifed as?,a training ship,0.621819735,0.642436385,1,0.0625,0,0.910715103,0.648983657,1,0.25,0
What is the Liaoning intended to help the navy practice with?,carrier usage,0.722322345,0.781543255,1,0.090909091,0,0.722322345,0.781543255,1,0.090909091,0
Why is Liaoning not assigned to any of China's operation fleets?,it is a training ship,0.726754606,0.933800578,1,0.117647059,0,0.909381032,0.905601144,1,0.333333333,0
Why did the Chinese PLA Navy need 4-5 years for Liaoning to reach full capacity?,this is the first aircraft carrier in their possession,0.701473176,0.883670449,0.25,0.0625,0,0.662586808,0.832186878,0.25,0.0625,0
"Who started construction of a 40,000-tonne Vikrant-class carrier in 2009?",India,0.619080782,0.808877766,1,0.068965517,1,0.619080782,0.808877766,1,0.068965517,1
What will power the Indian-made ship?,four gas-turbine engines,0.524167418,0.726536751,1,0.037037037,1,0.524167418,0.726536751,1,0.037037037,1
"What will the range of the Indian-made ship be, carrying 160 officers, 1400 sailers, and 30 aircraft?","8,000 nautical miles",0.607658625,0.870442867,0.75,0.111111111,1,0.607872844,0.870585561,0.75,0.111111111,1
Who is constructing the Indian-made ship?,Cochin Shipyard,0.718220472,0.609335244,1,0.037037037,1,0.718220472,0.609335244,1,0.037037037,1
When was the Indian-made ship launched?,Aug-13,0.603022575,0.489122063,1,0.043478261,0,0.622107863,0.454801291,1,0.043478261,0
What were carriers used for in the early 20th century?,to deploy balloons,0.6229707,0.731853664,0,0,0,0.590103745,0.777485251,0,0,0
"As of 3/3/2016, how many active aircraft carriers are there worldwide?",thirty-seven,0.737170219,0.833585024,0,0,1,0.863301158,0.900168657,0,0,1
What is another name for the 10 large nuclear-powered carriers operated by the U.S. Navy?,supercarriers,0.766981483,0.896192908,0.5,0.071428571,0,0.774119496,0.925242126,0.5,0.111111111,0
How many aircraft can supercarriers carry?,up to 90,0.103740476,0.160977975,0,0,0,0.186836928,0.160977975,0,0,0
Who owns the largest carriers in the world?,The United States Navy,0.707398653,0.844479144,0,0,1,0.744671106,0.834799767,0,0,0
"What is the definition of an ""aircraft carrier""?",There is no single definition,0.848447084,0.831822038,0,0,0,0.883383274,0.841735482,0,0,0
How may aircraft carriers be classified?,according to the type of aircraft they carry and their operational assignments,0.713089705,0.878866553,0,0,0,0.778730154,0.869564235,0,0,0
Who is Admiral Sir Mark Stanhope?,former head of the Royal Navy,0.475206167,0.744559526,1,0.055555556,1,0.475206167,0.744559526,1,0.055555556,1
"Who said, ""countries that aspire to strategic international influence have aircraft carriers""?",Admiral Sir Mark Stanhope,0.45323503,0.785109758,0,0,0,0.49192059,0.824781001,0,0,0
What dramatically changed naval combat in World War II?,The aircraft carrier,0.595096469,0.398897231,1,0.111111111,0,0.678816795,0.564499557,1,0.111111111,0
What drove the advent of carrier-launched aircraft as focal weapons?,"the superior range, flexibility and effectiveness",0.719361305,0.804627538,0,0,0,0.798769116,0.855362535,0,0,0
Why were carrier-launched aircraft more effective than naval guns?,They had higher range and precision,0.738668919,0.869288325,0,0,0,0.859939158,0.89835453,0,0,0
What was signalled in 1940 when HMS Illustrious launched an strike on an Italian fleet?,the beginning of the effective and highly mobile aircraft strikes,0.399890453,0.420888424,0.666666667,0.086956522,0,0.601779163,0.832970142,0.666666667,0.086956522,0
What event showed the vulnerability of carriers when forced into gun-range enounters?,the sinking of HMS Glorious by German battleships,0.776857615,0.618735671,0,0,1,0.769039989,0.560007513,0,0,1
What develpment produced the first large fleet ships?,flattop vessels,0.678585529,0.795484781,1,0.058823529,0,0.843482733,0.755419374,1,0.1,0
What was the world's first carrier capable of launching and recovering naval aircraft?,HMS Argus,0.750106573,0.815940022,1,0.055555556,0,0.823070467,0.637859404,1,0.090909091,0
What did the Washington Naval Treaty of 1922 limit?,the construction of new heavy surface combat ships,0.462138236,0.681009054,1,0.095238095,0,0.639690816,0.693464279,0,0,0
"What caused early aircraft carriers to be made up of conversions of ships that were previously cargo ships, cruisers or battlecruisers?",Washington Naval Treaty of 1922,0.799776793,0.888019085,0,0,0,0.515906692,0.837175846,0,0,0
What type of aircraft carriers did these ship conversions give rise to in 1927?,Lexington-class,0.731299818,0.813293993,1,0.055555556,1,0.510967672,0.826881945,0,0,0
What does EMALS stand for?,Electromagnetic Aircraft Launch System,0.701226294,0.852442503,0,0,1,0.873991549,0.852442503,0,0,1
Who developed EMALS?,General Atomics,0.77971369,0.636947393,0,0,1,0.328002065,0.207211912,0,0,0
What do EMALS enable the launching of?,varied aircraft including unmanned combat air vehicles (UCAV),0.460553259,0.324636996,0,0,0,0.655108154,0.748633146,0,0,0
Who was impressed by the demonstration of EMALS by General Atomics?,Indian Navy officers,0.634016156,0.500584364,0,0,1,0.634016156,0.500584364,0,0,1
How many in-service aircraft carriers are aimed for with EMALS?,three,0.79430753,0.743139505,0,0,0,0.163486928,0.186777964,0,0,1
What was the August 2013 launching ceremony in Yokohama held for?,Japan's largest military ship since World War II,0.460347474,0.654960394,0.5,0.032258065,1,0.460347474,0.654960394,0.5,0.032258065,1
How many helicopters can simultaneously land on Japan's largest military ship?,five,0.026447395,0.101391487,1,0.05,0,0.122598223,0.152242243,0,0,0
How long is Japan's largest military ship?,820-foot-long (250 m),0.690282643,0.79652065,1,0.037037037,1,-0.019891288,0.076083072,1,0.166666667,0
How many troops can Japan's largest military ship carry?,400,0.741358161,0.849518061,1,0.037037037,1,0.702673554,0.905869901,1,0.142857143,0
How much does Japan's largest military ship weigh?,"19,500-ton",0.315157533,0.43455255,1,0.037037037,1,0.120243274,0.376042813,1,0.142857143,0
What will some of the current US fleet of Nimitz-class carriers be replaced with?,the ten-ship Gerald R. Ford class,0.738051295,0.860811651,1,0.068965517,0.5,0.683449984,0.824064314,0.5,0.166666667,1
Which feature of the new ships will replace the old steam catapults?,Electromagnetic Aircraft Launch System (EMALS),0.602929413,0.277662098,0,0,1,0.725599468,0.784722745,0,0,1
When is the USS Enterprise scheduled to be decommissioned?,2016,0.60007143,0.82137394,0,0,0,0.790455997,0.873408854,0,0,1
How much does the Gerald R. Ford-class carrier weigh?,"100,000 ton",0.686150432,0.859929562,1,0.047619048,1,0.700396895,0.859929562,0,0,0
How much does the America-class amphibious assault ship weigh?,"45,000 ton",0.648198187,0.879137814,1,0.052631579,0,0.515045524,0.394921422,1,0.125,0
What type of aircraft have no need to decelerate?,VTOL-capable or helicopters,0.575505257,0.743561864,0,0,0,0.770949841,0.708240747,0,0,0
What does the angled deck separate the recovery operation area from?,the launch area,0.654156029,0.87259084,0,0,0,0.805202961,0.87259084,0,0,0
What does V/STOL refer to?,aircraft capable of vertical or short take-off and landing,0.634126604,0.815455496,0,0,0,0.635253727,0.808785319,0,0,0
What capability do helicopters use to move over the flight deck and land vertically?,hover,0.623602033,0.880972385,0,0,0,0.589215875,0.904072583,0,0,0
What don't helicopters need because of having hover capablility?,arresting gear,0.486445218,0.75385797,0,0,0,0.483043313,0.740234315,0,0,0
What feature was pioneered on the HMS Hermes in 1923?,an island,0.622597814,0.816996336,1,0.1,0,0.052458107,0.005425233,1,0.285714286,0
What is concentrated in the small area called an island?,The superstructure of a carrier,0.576870084,0.618833423,0,0,0,0.578467607,0.62281394,0,0,0
"Other than Japanese carriers, which side of the flight deck are islands typically built on?",starboard,0.641549587,0.816483557,1,0.166666667,0,0.621709466,0.816483557,1,0.142857143,0
What was the biggest drawback to the flush deck configuration?,management of the exhaust from the power plant,0.526190877,0.844423294,0,0,0,0.932909191,0.827850819,0,0,0
What was a major issue in the USS Langley?,Fumes coming across the deck,0.562154651,0.767016828,0,0,0,0.562154651,0.767016828,0,0,0
"What is the name of the 42,000 tonne nuclear-powered carrier commissioned in 2001?",Charles de Gaulle,0.367569119,0.186995834,1,0.08,1,0.367569119,0.186995834,1,0.08,1
What is the Charles de Gaulle the flagship of?,the French Navy,0.655407429,0.822800398,0,0,1,0.802304983,0.629462361,1,0.166666667,0
What type of missiles does the Charles de Gaulle carry?,Aster,0.669219613,0.786123931,0,0,0,0.669219613,0.786123931,0,0,0
What is another name for the French Navy?,Marine Nationale,0.535429955,0.8390553,1,0.05,1,0.684484839,0.866651773,1,0.142857143,0
What type of carrier is the Charles de Gaulle?,CATOBAR,0.721625209,0.871022105,0,0,0,0.721625209,0.871022105,0,0,0
How many supercarriers did the U.S. fleet have following the deactivation of the USS Enterprise?,10,0.763020933,0.909718156,0.5,0.037037037,1,0.25617221,0.163271919,0.5,0.166666667,1
How many new carriers per year did the House Armed Services Seapower subcommittee recommend in 7/24/07?,one every four years,0.106417835,0.163187206,0.5,0.052631579,0,0.493799686,0.262780875,0,0,0
What class does the USS America belong to?,America-class amphibious assault ships,0.56868124,0.812281966,0,0,1,0.56868124,0.812281966,0,0,1
What is the USS America capable of destroying squadrons of?,F-35Bs,0.604677022,0.709626138,0,0,0,0.598794341,0.697891951,0,0,0
Which other carrier joins the USS America in active service?,USS Tripoli,0.447749436,0.759171844,0,0,1,0.371933043,0.534209251,0,0,1
Why have aircraft carriers increased in size since World War II?,to accommodate a steady increase in aircraft size,0.767894864,0.880425751,1,0.083333333,0,0.727583468,0.895600617,1,0.083333333,0
How much more displacement does the modern Nimitz class have compared to the older USS Enterprise?,nearly four times,0.593317568,0.922570229,1,0.047619048,1,0.833784938,0.889850497,1,0.2,1
Why do nations risk significant political impacts if a carrier is lost or even used in conflict?,Today's aircraft carriers are so expensive,0.668969035,0.529909134,0,0,1,0.769841313,0.528087914,0,0,1
Which era does the USS Enterprise belong to?,World War II,0.539854884,0.860085726,0,0,0,0.245488435,0.244080365,0,0,0
What does LSO stand for?,landing signal officer,0.631066918,0.781796038,0,0,0,0.743544936,0.788286805,0,0,0
Who does a conventional aircraft rely upon to moniter the aircraft's approach and transmit the data to the pilot?,a landing signal officer,0.641414165,0.518922627,0,0,0,0.641414165,0.518922627,0,0,0
What did LSO's use to signal corrections to the pilot prior to the angled deck designs introduced in the 1950's?,colored paddles,0.192526624,0.13133201,0,0,0,0.192526624,0.13133201,0,0,0
Which visual landing aids have provided information on proper glide slope since the late 1950's?,Optical Landing System,0.660309076,0.917576671,0,0,0,0.657851517,0.929737568,0,0,0
What are LSO's still being used to do?,transmit voice calls to approaching pilots by radio,0.569335163,0.505878568,0,0,0,0.909878969,0.662002325,0,0,0
What is a more fuel efficient way for STOVL aircraft to take off rather than vertically?,using the ramp and a running start,0.683102608,0.779887021,0,0,0,0.695291758,0.797684431,0,0,0
What kind of aircraft are capable of taking off vertically?,STOVL,0.620980203,0.816115022,0,0,0,0.529307246,0.526683331,0,0,0
What landing aircraft have removed the need for arresting cables?,vertical,0.518097579,0.79290837,0,0,0,0.495323718,0.795599759,0,0,0
What do Russian carriers include for launching lightly loaded conventional fighters?,a ski-jump ramp,0.623776197,0.73213613,1,0.076923077,0,0.623776197,0.73213613,1,0.076923077,0
What do Russian carriers still use to recover?,traditional carrier arresting cables and a tailhook on their aircraft,0.647304177,0.659228623,1,0.052631579,0,0.620894611,0.700884759,1,0.052631579,0
What class carrier is the Sao Paulo?,Clemenceau,0.812120259,0.835369527,0,0,0,0.775593698,0.863813519,0,0,0
Who is the Sao Paulo currently in service for?,the Brazilian Navy,0.738049865,0.814187646,0,0,1,0.738049865,0.814187646,0,0,1
Who was the Sao Paulo first commissioned by in 1963?,the French Navy,0.670246899,0.860118687,0.666666667,0.057142857,1,0.82156986,0.849792063,0.666666667,0.2,1
What did Sao Paulo undergo during the period from 2005-2010?,extensive modernization,0.527787566,0.797917724,0.5,0.034482759,0,0.682376146,0.811109602,0.5,0.1,0
What setback happened to Sao Paula in 2012?,another major fire,0.510416269,0.625258088,0,0,0,0.621935487,0.537896633,0,0,0
What type of carrier is Admiral Flota Sovetskovo Soyuza Kuznetsov?,STOBAR,0.76094389,0.877558708,0.333333333,0.058823529,1,0.589863777,0.892979383,0,0,1
When was Admiral Flota Sovetskovo Soyuza Kuznetsov first launched?,in 1985,0.546869278,0.796317339,0.5,0.08,1,0.3275913,0.195677936,0,0,1
What was Admiral Flota Sovetskovo Soyuza Kuznetsov renamed?,Tbilisi,0.62231636,0.818725228,0.333333333,0.058823529,1,0.332068741,0.883838892,0,0,1
What is unique about Tbilisi?,carrying a heavy cruiser's complement of defensive weapons and large P-700 Granit offensive missiles,0.511509001,0.44456622,1,0.047619048,0,0.468171716,0.434435457,1,0.047619048,0
What will be removed from Tbilisi in order to enlarge her below decks aviation facilities?,The P-700 systems,0.574709535,0.795556664,1,0.05,0,0.574462533,0.900683165,1,0.05,0
Which class of aircraft carriers is being constructed to replace the Invincible-class carriers?,Queen Elizabeth,0.557128191,0.789597631,0,0,0,0.633851647,0.282214612,0,0,1
